,ano,codigo,rdeser,total_matriculados,mat_mas,promedio_edad,municipal,particular,arancel,total_titulados,rmat_tit,clasif_inst_n3,area_ocde,modalidad,jornada,acreditada
1300,2014,I87S1C237J1V1,Medio,Alto,Muy Bajo,Muy Bajo,Medio Alto,Medio Alto,Medio Alto,Medio Alto,Muy Bajo,Universidades Privadas CRUCH,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
1301,2014,I87S1C236J1V1,Bajo,Alto,Muy Bajo,Medio,Medio Alto,Medio,Medio,Medio Alto,Bajo,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
1302,2014,I87S1C235J1V1,Medio,Alto,Medio,Muy Bajo,Medio,Alto,Alto,Medio Alto,Medio,Universidades Privadas CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1303,2014,I87S1C234J1V1,Bajo,Medio,Medio,Medio Alto,Alto,Medio,Alto,Muy Bajo,Medio Alto,Universidades Privadas CRUCH,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
1304,2014,I87S1C231J1V1,Medio,Medio,Medio Alto,Medio,Medio Alto,Alto,Alto,Bajo,Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1305,2014,I87S1C230J1V1,Bajo,Medio Alto,Medio Alto,Medio,Medio Alto,Medio Alto,Alto,Medio,Medio,Universidades Privadas CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
1306,2014,I87S1C229J1V1,Medio,Medio Alto,Medio,Muy Bajo,Medio,Alto,Alto,Medio,Medio Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1307,2014,I87S1C208J1V1,Medio Alto,Medio,Medio Alto,Muy Bajo,Medio Alto,Medio Alto,Alto,Muy Bajo,Medio Alto,Universidades Privadas CRUCH,CIENCIAS,PRESENCIAL,DIURNO,acreditado
1308,2014,I87S1C189J1V1,Bajo,Alto,Medio,Muy Bajo,Medio Alto,Medio,Alto,Alto,Medio,Universidades Privadas CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1309,2014,I87S1C188J1V1,Bajo,Bajo,Alto,Medio,Medio,Alto,Alto,Medio Alto,Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1310,2014,I87S1C16J1V1,Muy Bajo,Alto,Muy Bajo,Bajo,Alto,Medio Alto,Medio,Alto,Muy Bajo,Universidades Privadas CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1311,2014,I87S1C151J1V1,Bajo,Medio Alto,Muy Bajo,Muy Bajo,Medio Alto,Medio Alto,Alto,Alto,Muy Bajo,Universidades Privadas CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1312,2014,I87S1C147J1V1,Bajo,Alto,Medio,Medio Alto,Medio Alto,Medio Alto,Medio Alto,Medio Alto,Medio Alto,Universidades Privadas CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
1313,2014,I87S1C145J1V1,Muy Bajo,Alto,Bajo,Medio,Medio Alto,Medio,Alto,Alto,Bajo,Universidades Privadas CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1314,2014,I87S1C144J1V1,Muy Bajo,Alto,Bajo,Muy Bajo,Medio,Alto,Medio Alto,Alto,Bajo,Universidades Privadas CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,acreditado
1315,2014,I87S1C12J1V1,Medio,Medio,Alto,Bajo,Bajo,Alto,Alto,Medio,Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1316,2014,I87S1C121J1V1,Muy Bajo,Medio Alto,Bajo,Muy Bajo,Medio,Medio Alto,Medio Alto,Alto,Bajo,Universidades Privadas CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,acreditado
1317,2014,I87S1C11J1V1,Muy Bajo,Alto,Medio,Medio,Bajo,Alto,Alto,Alto,Medio,Universidades Privadas CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,acreditado
1318,2014,I87S1C118J1V1,Muy Bajo,Medio Alto,Medio,Medio Alto,Alto,Medio,Medio,Medio Alto,Bajo,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,no acreditado
1319,2014,I87S1C116J1V1,Muy Bajo,Alto,Medio Alto,Medio,Medio Alto,Medio,Medio,Alto,Medio,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
1320,2014,I87S1C114J1V1,Bajo,Bajo,Medio,Medio Alto,Medio Alto,Medio Alto,Medio,Bajo,Medio Alto,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
1321,2014,I87S1C112J1V1,Muy Bajo,Medio,Medio Alto,Medio Alto,Medio Alto,Medio Alto,Medio,Medio,Medio Alto,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
1322,2014,I87S1C10J1V1,Medio,Medio,Medio Alto,Muy Bajo,Bajo,Alto,Alto,Muy Bajo,Medio Alto,Universidades Privadas CRUCH,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
1323,2014,I111S16C87J1V1,Bajo,Medio,Bajo,Medio,Medio,Medio,Medio,Alto,Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1324,2014,I111S16C86J2V1,Alto,Muy Bajo,Muy Bajo,Medio Alto,Medio,Bajo,Medio,Bajo,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,no acreditado
1325,2014,I111S16C85J2V1,Medio,Medio,Muy Bajo,Medio Alto,Medio,Bajo,Medio,Medio Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,no acreditado
1326,2014,I111S16C85J1V1,Bajo,Alto,Muy Bajo,Bajo,Medio,Medio,Medio,Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1327,2014,I111S16C58J2V1,Muy Bajo,Alto,Alto,Medio Alto,Bajo,Muy Bajo,Bajo,Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
1328,2014,I111S16C58J1V1,Medio Alto,Alto,Alto,Muy Bajo,Bajo,Medio Alto,Bajo,Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1329,2014,I111S16C407J1V1,Alto,Bajo,Muy Bajo,Muy Bajo,Medio,Muy Bajo,Bajo,Muy Bajo,Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1330,2014,I111S16C405J1V1,Alto,Medio Alto,Medio,Muy Bajo,Bajo,Medio,Bajo,Alto,Medio,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
1331,2014,I111S16C380J2V1,Medio Alto,Medio Alto,Alto,Medio,Medio,Bajo,Bajo,Medio Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
1332,2014,I111S16C380J1V1,Alto,Medio,Alto,Muy Bajo,Medio,Medio Alto,Bajo,Muy Bajo,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1333,2014,I111S16C371J1V1,Medio Alto,Bajo,Alto,Medio,Bajo,Medio Alto,Bajo,Medio,Medio Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1334,2014,I87S1C109J1V1,Bajo,Medio,Muy Bajo,Medio,Alto,Bajo,Medio,Medio,Bajo,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
1335,2014,I87S1C106J1V1,Muy Bajo,Alto,Bajo,Muy Bajo,Bajo,Alto,Alto,Alto,Medio,Universidades Privadas CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,acreditado
1336,2014,I87S1C105J1V1,Muy Bajo,Alto,Muy Bajo,Muy Bajo,Medio Alto,Medio,Medio Alto,Alto,Muy Bajo,Universidades Privadas CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1337,2014,I87S1C104J1V1,Muy Bajo,Alto,Muy Bajo,Muy Bajo,Medio Alto,Medio Alto,Medio,Alto,Muy Bajo,Universidades Privadas CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,acreditado
1338,2014,I87S1C101J1V1,Muy Bajo,Alto,Bajo,Medio,Medio Alto,Alto,Alto,Alto,Bajo,Universidades Privadas CRUCH,AGRICULTURA,PRESENCIAL,DIURNO,no acreditado
1340,2014,I75S2C5J1V1,Bajo,Medio,Medio,Muy Bajo,Medio,Bajo,Medio Alto,Muy Bajo,Medio Alto,Universidades Estatales CRUCH,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,acreditado
1342,2014,I75S2C55J1V1,Muy Bajo,Medio Alto,Bajo,Muy Bajo,Medio,Muy Bajo,Medio Alto,Alto,Bajo,Universidades Estatales CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
1343,2014,I75S2C54J1V1,Muy Bajo,Alto,Muy Bajo,Muy Bajo,Medio Alto,Muy Bajo,Medio Alto,Alto,Muy Bajo,Universidades Estatales CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1346,2014,I75S2C25J1V1,Bajo,Medio Alto,Medio Alto,Bajo,Medio Alto,Muy Bajo,Medio,Muy Bajo,Alto,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
1347,2014,I75S2C22J1V1,Muy Bajo,Alto,Muy Bajo,Muy Bajo,Medio Alto,Muy Bajo,Medio Alto,Alto,Muy Bajo,Universidades Estatales CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,acreditado
1350,2014,I75S2C11J1V1,Bajo,Alto,Alto,Muy Bajo,Bajo,Muy Bajo,Medio Alto,Alto,Alto,Universidades Estatales CRUCH,CIENCIAS,PRESENCIAL,DIURNO,acreditado
1352,2014,I75S1C6J1V1,Muy Bajo,Medio Alto,Medio,Bajo,Medio Alto,Medio Alto,Medio Alto,Medio Alto,Medio,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,acreditado
1353,2014,I75S1C49J1V1,Bajo,Alto,Alto,Bajo,Medio Alto,Bajo,Medio Alto,Medio Alto,Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1354,2014,I75S1C48J1V1,Medio,Alto,Alto,Bajo,Medio Alto,Medio Alto,Medio Alto,Medio,Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1356,2014,I75S1C33J2V1,Medio,Muy Bajo,Muy Bajo,Medio Alto,Bajo,Medio,Muy Bajo,Muy Bajo,Medio Alto,Universidades Estatales CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
1357,2014,I75S1C29J2V1,Bajo,Bajo,Medio,Alto,Bajo,Muy Bajo,Muy Bajo,Medio Alto,Medio,Universidades Estatales CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,acreditado
1358,2014,I75S1C21J1V1,Muy Bajo,Alto,Medio Alto,Medio,Alto,Medio,Medio Alto,Alto,Medio Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,acreditado
1359,2014,I75S1C19J2V1,Medio Alto,Bajo,Alto,Alto,Bajo,Muy Bajo,Muy Bajo,Medio,Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
1360,2014,I75S1C19J1V1,Muy Bajo,Alto,Alto,Bajo,Medio Alto,Medio,Medio Alto,Alto,Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1361,2014,I75S1C18J2V1,Bajo,Bajo,Alto,Alto,Bajo,Muy Bajo,Muy Bajo,Medio Alto,Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
1362,2014,I75S1C18J1V1,Bajo,Alto,Alto,Muy Bajo,Medio,Muy Bajo,Medio Alto,Alto,Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1363,2014,I111S16C23J2V1,Medio Alto,Bajo,Alto,Medio Alto,Medio,Bajo,Medio,Bajo,Alto,Institutos Profesionales,CIENCIAS,PRESENCIAL,VESPERTINO,no acreditado
1364,2014,I111S16C23J1V1,Alto,Medio Alto,Alto,Muy Bajo,Bajo,Medio,Medio,Bajo,Alto,Institutos Profesionales,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
1365,2014,I111S16C22J2V1,Muy Bajo,Medio Alto,Alto,Medio Alto,Bajo,Medio Alto,Medio Alto,Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
1366,2014,I111S16C22J1V1,Muy Bajo,Alto,Alto,Muy Bajo,Muy Bajo,Alto,Medio Alto,Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1369,2014,I111S16C107J1V1,Alto,Medio,Muy Bajo,Muy Bajo,Medio,Bajo,Medio,Medio Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1370,2014,I111S15C89J1V1,Alto,Medio,Medio,Muy Bajo,Bajo,Medio,Bajo,Bajo,Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
1371,2014,I111S15C86J1V1,Alto,Medio,Muy Bajo,Bajo,Medio,Bajo,Medio,Medio Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1372,2014,I111S15C85J1V1,Medio,Alto,Muy Bajo,Muy Bajo,Medio,Bajo,Medio,Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1373,2014,I111S15C84J1V1,Medio Alto,Medio Alto,Muy Bajo,Muy Bajo,Muy Bajo,Bajo,Bajo,Medio,Muy Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
1374,2014,I111S15C58J2V1,Medio,Medio Alto,Alto,Medio,Bajo,Muy Bajo,Bajo,Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
1375,2014,I111S15C58J1V1,Medio Alto,Medio Alto,Alto,Muy Bajo,Bajo,Bajo,Bajo,Medio Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1376,2014,I111S15C405J1V1,Alto,Alto,Medio,Muy Bajo,Bajo,Bajo,Bajo,Alto,Medio,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
1377,2014,I111S15C380J2V1,Alto,Medio Alto,Alto,Medio,Bajo,Bajo,Bajo,Medio Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
1378,2014,I111S15C380J1V1,Alto,Medio,Alto,Muy Bajo,Medio,Medio,Bajo,Muy Bajo,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1382,2014,I111S15C24J2V1,Alto,Medio Alto,Medio,Medio Alto,Medio,Bajo,Medio,Medio Alto,Medio,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,no acreditado
1383,2014,I111S15C24J1V1,Medio Alto,Alto,Medio,Bajo,Bajo,Medio,Medio,Medio Alto,Medio Alto,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
1384,2014,I111S15C22J2V1,Bajo,Medio Alto,Alto,Medio Alto,Bajo,Muy Bajo,Medio Alto,Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
1385,2014,I111S15C22J1V1,Medio Alto,Medio,Alto,Muy Bajo,Muy Bajo,Medio,Medio Alto,Medio Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1387,2014,I111S15C21J1V1,Alto,Medio Alto,Alto,Muy Bajo,Bajo,Bajo,Bajo,Medio,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1388,2014,I111S15C18J1V1,Medio Alto,Bajo,Medio Alto,Muy Bajo,Muy Bajo,Medio,Bajo,Bajo,Medio,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1389,2014,I111S15C124J2V1,Medio Alto,Alto,Medio Alto,Medio Alto,Bajo,Muy Bajo,Bajo,Alto,Medio Alto,Institutos Profesionales,SERVICIOS,SEMIPRESENCIAL,VESPERTINO,no acreditado
1390,2014,I111S15C107J2V1,Medio Alto,Medio,Muy Bajo,Medio Alto,Medio,Muy Bajo,Medio,Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,no acreditado
1391,2014,I111S15C106J1V1,Alto,Alto,Medio Alto,Muy Bajo,Bajo,Bajo,Medio,Medio Alto,Medio Alto,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
1392,2014,I111S15C104J1V1,Alto,Medio Alto,Medio Alto,Bajo,Bajo,Medio,Medio Alto,Muy Bajo,Medio Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1393,2014,I111S12C87J1V1,Muy Bajo,Bajo,Bajo,Medio,Medio,Bajo,Medio,Medio,Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1394,2014,I111S12C86J1V1,Bajo,Bajo,Muy Bajo,Medio,Medio Alto,Bajo,Medio,Medio Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1395,2014,I111S12C84J1V1,Alto,Medio,Muy Bajo,Medio,Bajo,Muy Bajo,Bajo,Medio,Muy Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
1396,2014,I111S12C70J1V1,Alto,Bajo,Bajo,Bajo,Bajo,Muy Bajo,Bajo,Bajo,Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
1397,2014,I111S12C58J2V1,Medio Alto,Medio Alto,Alto,Medio,Medio,Muy Bajo,Bajo,Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
1398,2014,I111S12C58J1V1,Alto,Medio Alto,Alto,Muy Bajo,Medio,Bajo,Bajo,Muy Bajo,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1400,2014,I111S12C48J2V1,Bajo,Medio Alto,Alto,Medio Alto,Medio,Muy Bajo,Medio Alto,Alto,Alto,Institutos Profesionales,CIENCIAS,PRESENCIAL,VESPERTINO,no acreditado
1401,2014,I111S12C48J1V1,Muy Bajo,Alto,Alto,Bajo,Bajo,Bajo,Medio Alto,Alto,Medio Alto,Institutos Profesionales,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
1402,2014,I111S12C405J1V1,Alto,Medio,Medio,Muy Bajo,Medio,Muy Bajo,Bajo,Muy Bajo,Alto,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
1403,2014,I111S12C32J1V1,Alto,Medio,Medio Alto,Bajo,Bajo,Medio Alto,Medio,Bajo,Medio,Institutos Profesionales,AGRICULTURA,PRESENCIAL,DIURNO,no acreditado
1404,2014,I111S12C278J2V1,Medio Alto,Medio Alto,Muy Bajo,Medio Alto,Bajo,Muy Bajo,Bajo,Alto,Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",SEMIPRESENCIAL,VESPERTINO,no acreditado
1405,2014,I111S12C25J2V1,Medio Alto,Medio,Alto,Medio Alto,Medio,Muy Bajo,Medio,Medio Alto,Alto,Institutos Profesionales,CIENCIAS,PRESENCIAL,VESPERTINO,no acreditado
1407,2014,I111S12C259J2V1,Alto,Medio,Bajo,Alto,Muy Bajo,Muy Bajo,Bajo,Medio,Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",SEMIPRESENCIAL,VESPERTINO,no acreditado
1408,2014,I111S12C24J1V1,Medio,Alto,Medio,Bajo,Bajo,Muy Bajo,Medio,Medio Alto,Bajo,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
1410,2014,I111S12C23J1V1,Medio,Medio Alto,Alto,Muy Bajo,Bajo,Bajo,Medio,Medio Alto,Medio Alto,Institutos Profesionales,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
1411,2014,I111S12C22J2V1,Muy Bajo,Medio Alto,Alto,Medio Alto,Medio,Muy Bajo,Medio Alto,Medio Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
1412,2014,I111S12C21J2V1,Medio Alto,Medio Alto,Alto,Medio Alto,Medio,Muy Bajo,Bajo,Medio Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
1413,2014,I111S12C21J1V1,Alto,Medio Alto,Medio Alto,Muy Bajo,Medio,Medio,Bajo,Medio,Medio,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1414,2014,I111S12C124J2V1,Medio Alto,Alto,Medio,Medio Alto,Medio,Muy Bajo,Bajo,Alto,Medio Alto,Institutos Profesionales,SERVICIOS,SEMIPRESENCIAL,VESPERTINO,no acreditado
1415,2014,I111S12C110J1V1,Alto,Medio Alto,Muy Bajo,Bajo,Bajo,Bajo,Medio,Medio,Bajo,Institutos Profesionales,AGRICULTURA,PRESENCIAL,DIURNO,no acreditado
1416,2014,I75S1C17J1V1,Medio,Medio Alto,Alto,Bajo,Medio Alto,Bajo,Medio Alto,Muy Bajo,Medio Alto,Universidades Estatales CRUCH,CIENCIAS,PRESENCIAL,DIURNO,acreditado
1417,2014,I75S1C12J2V1,Bajo,Medio,Alto,Alto,Muy Bajo,Medio,Muy Bajo,Medio,Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,acreditado
1418,2014,I75S1C12J1V1,Muy Bajo,Alto,Medio Alto,Muy Bajo,Medio Alto,Medio Alto,Medio Alto,Alto,Medio Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,acreditado
1419,2014,I75S1C124J1V1,Alto,Muy Bajo,Bajo,Alto,Bajo,Medio,Muy Bajo,Medio,Medio,Universidades Estatales CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
1421,2014,I75S1C11J1V1,Medio,Alto,Alto,Muy Bajo,Alto,Medio,Medio Alto,Muy Bajo,Alto,Universidades Estatales CRUCH,CIENCIAS,PRESENCIAL,DIURNO,acreditado
1422,2014,I75S1C119J2V1,Medio Alto,Muy Bajo,Bajo,Alto,Muy Bajo,Bajo,Muy Bajo,Medio,Muy Bajo,Universidades Estatales CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
1427,2014,I88S3C347J2V1,Medio Alto,Medio,Medio,Alto,Medio Alto,Muy Bajo,Medio,Medio Alto,Bajo,Universidades Privadas CRUCH,SERVICIOS,PRESENCIAL,VESPERTINO,no acreditado
1428,2014,I88S3C33J2V1,Medio,Medio Alto,Alto,Alto,Bajo,Bajo,Medio,Bajo,Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
1429,2014,I88S3C31J1V1,Bajo,Alto,Alto,Bajo,Medio Alto,Medio,Medio Alto,Alto,Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
1431,2014,I111S12C107J1V1,Alto,Medio Alto,Muy Bajo,Muy Bajo,Medio,Muy Bajo,Medio,Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
1432,2014,I111S12C106J2V1,Medio Alto,Medio,Alto,Medio Alto,Medio,Muy Bajo,Medio,Bajo,Alto,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,no acreditado
1433,2014,I111S12C106J1V1,Medio,Alto,Medio Alto,Muy Bajo,Bajo,Medio Alto,Medio,Alto,Medio Alto,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
1434,2014,I111S12C104J2V1,Bajo,Alto,Alto,Alto,Bajo,Muy Bajo,Medio Alto,Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
1435,2014,I111S12C104J1V1,Medio Alto,Medio Alto,Medio Alto,Bajo,Bajo,Bajo,Medio Alto,Medio Alto,Medio Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
